id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
26153259,Charming old two bed home with garden in Dublin,195043824,Victoria,,Dublin City,53.33574,-6.28199,Entire home/apt,317,2,40,2019-11-18,0.83,1,0,0,
26157649,Log cabin,100755641,Paul,,Dublin City,53.39805,-6.16385,Entire home/apt,76,1,361,2022-06-06,7.48,1,65,90,
26164180,Private triple ensuite room,8807449,Alan,,Dublin City,53.32791,-6.26412,Private room,156,1,1,2019-02-20,0.02,3,0,0,
26177288,2 Bed 1 Bath Ground Floor Apt- Dublin!,38385288,Brendan,,Dublin City,53.33718,-6.27716,Entire home/apt,275,15,20,2019-08-27,0.42,1,0,0,
26181828,Somerset in the City,196784505,Stephanie,,Dublin City,53.34059,-6.23377,Private room,40,1,22,2018-08-17,0.46,1,0,0,
26192537,Perfect family home close to the heart of Dublin.,184814325,Will,,Dublin City,53.33338,-6.23516,Entire home/apt,180,3,4,2019-07-14,0.08,2,0,0,
26195318,"Private room in Detached Family Home,Sandyford D16",14853377,Ciara,,Dn Laoghaire-Rathdown,53.27778,-6.2244,Private room,84,1,9,2018-08-24,0.19,1,0,0,
26198266,Period Charm Phoenix Park,408378,Eddie,,Dublin City,53.35408,-6.29601,Entire home/apt,133,3,39,2022-06-05,0.81,3,138,2,
26200116,Garden apartment with private entrance.,196922214,Paul,,Dn Laoghaire-Rathdown,53.2899,-6.12838,Entire home/apt,70,2,53,2020-03-09,1.11,1,0,0,
26205074,Cosy Place with all amenities around,12806303,Dorielis,,Dublin City,53.35231,-6.2974,Shared room,20,5,0,,,1,0,0,
26209225,Peaceful Night Sleep close to Dublin City Centre,11686580,Maureen,,Dn Laoghaire-Rathdown,53.30577,-6.26099,Private room,50,2,16,2018-09-22,0.33,2,0,0,
26212217,Dublin 6 Regency Townhouse,79111703,Paul,,Dublin City,53.32125,-6.2472,Entire home/apt,95,7,0,,,1,0,0,
26226493,white oaks,80213883,Ling,,Dn Laoghaire-Rathdown,53.28844,-6.24549,Private room,45,1,1,2020-01-19,0.03,1,0,0,
26249336,Clontarf Dublin 3 Entire Home 4 bedrooms.,171669223,John,,Dublin City,53.36746,-6.22398,Entire home/apt,700,2,1,2022-04-24,0.65,1,37,1,
26257560,Thatch Cottage Skerries,197365851,Jackie,,Fingal,53.57942,-6.10938,Entire home/apt,111,2,13,2019-08-18,0.27,1,0,0,
26266870,12 min from City Center - Super Cosy Double Room,70135374,Rogerio,,Dublin City,53.38312,-6.17617,Private room,38,1,176,2020-11-08,3.65,1,0,0,
26277038,"Double bedroom en-suite, City Centre, Dublin",196859219,Robert,,Dublin City,53.3513,-6.25181,Private room,49,1,222,2020-03-13,4.62,2,0,0,
26288762,Gracious home in Ranelagh close to transport/shops,35682930,Fiona,,Dublin City,53.32628,-6.25174,Entire home/apt,250,7,0,,,1,0,0,
26294466,2 Bedroom Flat in the Heart of Dublin,104642879,Grace,,Dublin City,53.35222,-6.26513,Entire home/apt,500,2,3,2019-05-25,0.08,1,0,0,
26308736,Double room ensuite in city centre.,32786189,Daniele,,Dublin City,53.3545,-6.26961,Private room,70,2,9,2018-08-27,0.19,1,0,0,
26313842,Modern 1 Bed 1 Bath in Central Dublin Location,70559366,Aine,,Dublin City,53.33732,-6.29694,Entire home/apt,219,14,139,2022-05-04,2.92,3,161,12,
26330796,"3-bed Townhouse near city centre, buses/tram line",8807449,Alan,,Dublin City,53.33121,-6.26444,Entire home/apt,999,1,72,2019-10-20,1.51,3,0,0,
26344835,Perfect Family Home in Heart of Dublin,197288801,Orla,,Dublin City,53.31879,-6.2466,Entire home/apt,299,2,6,2019-07-20,0.13,1,0,0,
26345047,Superb apartment minutes from Green Luas Stop!,148241706,Peter,,Dn Laoghaire-Rathdown,53.24921,-6.17944,Entire home/apt,85,3,0,,,1,0,0,
26352214,Spacious Apartment in Dublin Centre,2710090,Eva,,Dublin City,53.33972,-6.27328,Entire home/apt,100,3,5,2019-11-25,0.10,1,0,0,
26375552,Shared room in Dublin city center,21669787,Marko,,Dublin City,53.34205,-6.27448,Shared room,35,1,13,2018-10-09,0.27,3,0,0,
26376070,Private room in city center,21669787,Marko,,Dublin City,53.34214,-6.27601,Private room,70,2,2,2018-08-07,0.04,3,0,0,
26385832,Quirky red brick in the City Centre,22723035,Monica,,Dublin City,53.33866,-6.27548,Entire home/apt,100,2,9,2022-03-20,0.19,1,4,1,
26388412,Double room near Dublin Airport Santry M50,137298275,Tony,,Dublin City,53.39857,-6.23599,Private room,46,1,311,2022-06-06,6.47,2,11,111,
26407229,Guesthouse - Large Double Ensuite.,43175938,Declan,,Dn Laoghaire-Rathdown,53.26096,-6.20273,Private room,67,28,10,2022-06-04,0.22,10,0,4,
26410462,Large double room close to city centre and luas,8807449,Alan,,Dublin City,53.33134,-6.26392,Private room,150,1,0,,,3,0,0,
26412305,Dublin City Centre Apartment Near O'Connell St.,160292519,Eriko,,Dublin City,53.35341,-6.25965,Entire home/apt,90,28,35,2022-03-08,0.73,1,0,5,
26414259,Very spacious 2 Bed in the heart of old Dublin.,198616072,Bernie,,Dublin City,53.33735,-6.27402,Entire home/apt,255,3,123,2022-06-07,2.59,1,22,15,
26423837,Victorian house with cricket ground views,198685295,Suzanne,,Dublin City,53.32395,-6.26073,Entire home/apt,300,3,9,2021-08-12,0.19,1,3,1,
26430515,DonnyBrook Dublin 4 Victorian townhouse.,198007803,Margaret,,Dublin City,53.32455,-6.23678,Entire home/apt,175,2,3,2018-08-10,0.06,1,0,0,
26439765,City Centre Apartment,77675064,Tom,,Dublin City,53.34641,-6.25547,Entire home/apt,90,1,6,2019-10-26,0.13,1,0,0,
26445302,Peaceful suburbs,34582084,Szabolcs (Saby),,Fingal,53.37824,-6.38814,Private room,31,1,101,2021-09-17,2.11,2,0,2,
26446770,Bus direct to Dublin Airport & City Centre!,198780410,Jane,,South Dublin,53.28241,-6.27503,Private room,38,1,12,2018-09-29,0.25,2,0,0,
26458827,Lovely room in a quiet house,3698337,Grégory,,Dublin City,53.32769,-6.25326,Private room,75,4,4,2018-09-29,0.08,1,0,0,
26479684,"Bedrooms in new house, seaside walking distance",5950022,Eric,,Dn Laoghaire-Rathdown,53.28563,-6.14182,Private room,60,2,5,2019-05-12,0.11,1,0,0,
26481651,"Private Double Room, Next to Green Luas",69603949,Sumit,,Dn Laoghaire-Rathdown,53.27837,-6.21236,Private room,35,2,11,2018-08-13,0.23,1,0,0,
26484037,Spacious Georgian Apartment with Private Courtyard,30136518,Damian,,Dublin City,53.3336,-6.25046,Entire home/apt,189,3,1,2019-04-23,0.03,1,0,0,
26485244,Home right by the vibrant Grand Canal Docs,36839156,Janani,,Dublin City,53.34371,-6.23968,Private room,65,8,5,2019-05-07,0.10,1,0,0,
26494360,Double bed room close to the Irish sea.,196548321,Cris,,Fingal,53.39358,-6.12995,Private room,40,2,36,2020-03-13,0.76,1,0,0,
26495991,Spacious family friendly 2 bed Docklands apartment,199268473,Andy,,Dublin City,53.34983,-6.23205,Entire home/apt,130,2,22,2019-01-03,0.47,1,0,0,
26499634,Stylish Apartment in Georgian House,70905860,Fergus,,Dublin City,53.33057,-6.23652,Entire home/apt,120,3,64,2020-08-03,1.35,1,0,0,
26500124,Suite with double bed and en-suite bathroom,36119562,Onatkut,,Dublin City,53.3407,-6.26695,Private room,99,1,13,2018-10-01,0.27,1,0,0,
26513955,2 Bedroom Canal Side Home in Phibsborough,198346401,Patrick,,Dublin City,53.36476,-6.26865,Entire home/apt,100,2,5,2019-07-01,0.11,1,0,0,
26514039,Cozy bedroom in the heart of Grand Canal Doc,6147273,Prerna,,Dublin City,53.34408,-6.2396,Private room,75,3,5,2018-11-22,0.11,1,0,0,
26514178,Perfectly located home in central Dublin,2074913,Anna,,Dublin City,53.34034,-6.24479,Entire home/apt,200,3,5,2018-10-05,0.10,1,0,0,
26525079,Stunning 1930s redbrick in the heart of Dublin,165464757,Deirdre,,Dn Laoghaire-Rathdown,53.31183,-6.24224,Entire home/apt,400,1,4,2019-08-10,0.09,1,0,0,
26526384,"Bright spacious bedroom ,10 mins from city center",65272067,Andy,,Dublin City,53.36465,-6.2059,Private room,33,2,6,2018-08-15,0.13,1,0,0,
26529911,"Double bedroom, City Centre, Dublin",196859219,Robert,,Dublin City,53.35144,-6.25186,Private room,49,1,194,2020-03-18,4.06,2,0,0,
26543362,"Central shared flat w double bed, 12min to sights!",28886937,Alexander,,Dublin City,53.34264,-6.27881,Private room,60,2,5,2019-02-28,0.11,1,0,0,
26550955,"Double Room - Tintawn Guesthouse,  Blasket.",43175938,Declan,,Dn Laoghaire-Rathdown,53.26158,-6.2034,Private room,60,40,12,2022-05-15,0.31,10,9,6,
26554320,"3 Bed Traditional Dublin home, parking + garden!",173417652,Alison,,Dublin City,53.36442,-6.23171,Entire home/apt,293,2,71,2020-01-02,1.49,1,0,0,
26564534,Royal Canal Park,22874586,Karoline,,Dublin City,53.37687,-6.31854,Entire home/apt,50,14,3,2018-07-13,0.06,1,0,0,
26568615,The Little Green House in Dublin 8,162564317,Orla,,Dublin City,53.33538,-6.2767,Entire home/apt,150,5,11,2019-06-20,0.24,2,0,0,
26568839,Cosy Full Townhouse Near the Sea and Foodie Haven,52699181,Melanie,,Dn Laoghaire-Rathdown,53.28627,-6.15448,Entire home/apt,180,2,6,2021-08-15,0.17,1,79,4,
26582493,"Dean street, Dublin 8, single room available.",97824159,Brendan,,Dublin City,53.34011,-6.27393,Private room,45,6,66,2022-03-23,1.39,2,0,14,
26590032,"Hidden Gem, Dublin Central, Fresh and Modern",18330615,Lorcan,,Dublin City,53.35721,-6.27167,Private room,54,1,157,2020-08-26,3.28,5,0,0,
26616726,Super apartment Dublin city,13039594,Orla,,Dublin City,53.33862,-6.30436,Entire home/apt,146,5,23,2022-05-30,0.48,2,286,8,
26632409,Lovely shared room with single bed / City Center,82902365,Maroni,,Dublin City,53.35248,-6.24389,Shared room,25,2,11,2018-10-06,0.23,7,0,0,
26632500,"Private room with ensuite 
Room A",23372497,Jackie Kirby,,Dn Laoghaire-Rathdown,53.23593,-6.13217,Private room,85,2,63,2022-05-26,1.36,2,296,21,
26632960,"City Modern Private En-suite Double Room , 3",73348133,Jamie,,Dublin City,53.35246,-6.2423,Private room,110,3,167,2022-06-05,3.52,12,188,57,
26633422,"City Deluxe Modern Twin Room , 4",73348133,Jamie,,Dublin City,53.35231,-6.24195,Private room,64,3,180,2022-05-28,3.81,12,144,39,
26633637,"City Deluxe Modern Twin Room , 5",73348133,Jamie,,Dublin City,53.35194,-6.24399,Private room,76,3,164,2022-06-03,3.45,12,144,47,
26633644,"Bright, Coastal, Detached with terrace & garden",17867752,Lynsey,,Fingal,53.38942,-6.126,Entire home/apt,140,7,1,2021-08-21,0.10,1,0,1,
26634024,"City Modern Family Room, 6",73348133,Jamie,,Dublin City,53.35224,-6.2418,Private room,71,3,147,2022-06-05,3.10,12,170,39,
26636573,Cosy Studio Apt near the Heart of Dublin City,59626528,Richard,,Dublin City,53.3671,-6.26979,Entire home/apt,92,1,115,2020-01-03,2.43,3,0,0,
26638623,**reliable WiFi**work remotely from this city centre apartment**,31284582,Paul,,Dublin City,53.35715,-6.25951,Entire home/apt,154,14,66,2022-05-22,1.39,48,48,12,
26649461,Lovely Shared room with single bed / City Center,82902365,Maroni,,Dublin City,53.35101,-6.24369,Shared room,25,2,11,2018-10-14,0.23,7,0,0,
26650366,Cozy room in the city center,40260253,Laura,,Dublin City,53.34779,-6.27856,Private room,85,4,9,2019-10-18,0.19,1,0,0,
26650699,Lovely Shared room with single bed / City Center,82902365,Maroni,,Dublin City,53.35265,-6.24206,Shared room,25,2,12,2018-10-26,0.26,7,0,0,
26653154,In the heart of Dublin - Cozy Room & Central Area,11780420,Robby,,Dublin City,53.34077,-6.26724,Private room,125,2,10,2018-10-06,0.22,1,0,0,
26655077,House in Foxrock,3879374,Sarah,,Dn Laoghaire-Rathdown,53.27602,-6.17714,Entire home/apt,150,3,11,2018-10-07,0.23,1,0,0,
26656721,"Private room with ensuite
Room B",23372497,Jackie Kirby,,Dn Laoghaire-Rathdown,53.23636,-6.13345,Private room,85,2,40,2022-06-05,0.85,2,284,18,
26660935,Double Room in Beautiful apartment in Clonee,200412685,Alyena,,Fingal,53.39751,-6.4296,Private room,40,1,20,2018-11-09,0.42,2,0,0,
26661726,"Hidden Gem, Single room, Central",18330615,Lorcan,,Dublin City,53.35719,-6.27211,Private room,44,1,164,2020-08-13,3.45,5,0,0,
26662886,"Dublin 1, close to Parnell street, Phoenix park",29585466,Power,,Dublin City,53.35591,-6.25858,Private room,45,1,3,2018-08-25,0.06,1,0,0,
26681254,"Triple room in Apartment, Dublin city centre",55456052,David,,Dublin City,53.342,-6.2442,Private room,40,1,5,2018-08-22,0.11,1,0,0,
26684520,City Apartment for Exploring New and Old Dublin.,200613446,Paul,,Dublin City,53.33846,-6.27664,Entire home/apt,130,3,18,2018-10-30,0.38,1,0,0,
26686926,Apartment in Clonee,200412685,Alyena,,Fingal,53.3958,-6.43051,Entire home/apt,110,4,0,,,2,0,0,
26701554,1 Bedroom Apartment - Griffith College 1 Pax,184560099,Griffith Halls Of Residence,,Dublin City,53.3315,-6.27962,Entire home/apt,113,1,9,2020-12-14,0.19,8,0,0,
26701694,2 Bedroom Apartment - Griffith College 4 Pax.,184560099,Griffith Halls Of Residence,,Dublin City,53.33075,-6.27841,Entire home/apt,186,1,17,2021-08-25,0.36,8,0,8,
26702226,Apartment in Ballsbridge (ideal for city access),200611259,Sam,,Dublin City,53.32975,-6.22595,Private room,55,1,11,2018-09-24,0.23,1,0,0,
26703993,Single room in quiet neighbourhood,31668229,Tom,,South Dublin,53.30835,-6.31343,Private room,100,1,0,,,1,5,0,
26707460,Chapelizod cottage with character,102325650,Naomi,,Dublin City,53.35036,-6.35485,Entire home/apt,123,2,11,2019-09-02,0.23,1,0,0,
26726684,Double room (Dublin 8),189223929,Renato,,Dublin City,53.33931,-6.30342,Private room,33,1,21,2018-09-30,0.44,1,0,0,
26730147,Nice single room close to city and airport,200994403,Vicky,,Dublin City,53.37827,-6.26187,Private room,60,1,0,,,1,0,0,
26733593,Gorgeous home in Stoneybatter. Walk to city centre,199866481,Eoin,,Dublin City,53.35255,-6.28627,Entire home/apt,105,2,82,2019-12-20,1.74,1,0,0,
26736840,Stunning one bedroom design apt in Dublin City,47111300,Robert,,Dublin City,53.33393,-6.2454,Entire home/apt,189,3,10,2019-04-08,0.21,1,0,0,
26737677,Cosy and bright apartment near the city center,78278177,Paul,,Dublin City,53.35141,-6.28167,Entire home/apt,100,6,6,2020-01-05,0.14,2,0,0,
26744402,Private Single Bedroom,196339846,Abigail,,South Dublin,53.32113,-6.4214,Private room,42,3,40,2022-06-02,0.85,3,0,13,
26744966,Private  Bedroom For One,196339846,Abigail,,South Dublin,53.32114,-6.42112,Private room,44,3,7,2022-06-03,0.17,3,20,2,
26745549,Spacious Penthouse. Best Location,12688054,Micol,,Dublin City,53.35058,-6.27015,Entire home/apt,120,3,3,2018-10-09,0.06,1,0,0,
26746946,City centre room in Dublin's historic heart,2337090,Aislinn,,Dublin City,53.34323,-6.27344,Private room,40,2,6,2018-09-16,0.13,1,0,0,
26747369,Architecturally designed 3 bed Dublin home,2509234,Olivia,,Dublin City,53.37897,-6.26798,Entire home/apt,485,3,32,2022-06-06,0.69,1,305,8,
26747498,Shared room in Dublin city center,21669787,Marko,,Dublin City,53.34243,-6.27638,Shared room,35,1,4,2018-10-07,0.09,3,0,0,
26747995,Penthouse with King-size bedroom (1-2 people),45472218,Joan,,Dublin City,53.34542,-6.23791,Private room,67,2,0,,,1,0,0,
26748006,New !! Temple Bar - Walk Everywhere,103567560,Paul,,Dublin City,53.34739,-6.26204,Entire home/apt,175,2,151,2022-05-22,3.17,1,136,36,
26758792,Comfortable Beautiful Double Bedroom in Dublin!,61812816,Bernardo,,Dn Laoghaire-Rathdown,53.30437,-6.19987,Private room,55,2,1,2018-08-19,0.02,1,0,0,
26761384,Superbly located 2 bed townhouse,201233298,Gillian,,Dublin City,53.32146,-6.23862,Entire home/apt,125,5,6,2019-08-27,0.13,1,0,0,
26761594,"Clean Bright Room, Hidden Gem, Dublin Center",18330615,Lorcan,,Dublin City,53.35901,-6.2717,Private room,46,1,63,2019-06-25,1.33,5,0,0,
26763213,Close to Airport and Public Transport. Parking,74174012,Tracey,,Dublin City,53.38645,-6.22588,Private room,53,1,6,2018-09-16,0.13,1,0,0,
26766318,Clontarf Seafront Luxury - Victorian Period House,72563949,Peter,,Dublin City,53.36089,-6.21342,Entire home/apt,504,5,69,2022-05-25,1.50,2,251,11,
26766696,"Penthouse, Private Ensuite, Balcony Views, Dublin",105631552,Dublin Penthouse Ensuite,,Dn Laoghaire-Rathdown,53.27404,-6.14647,Private room,50,14,16,2022-04-02,0.34,1,94,2,
26773519,Large room in an old Georgian house by the park,15080053,Anthony,,Dublin City,53.34849,-6.29071,Private room,60,1,50,2019-11-10,1.05,3,0,0,
26777997,Bright double bedroom tucked away in Dublin 5,201101656,Abby,,Dublin City,53.37667,-6.16425,Private room,46,2,55,2020-03-12,1.15,2,0,0,
26779483,Whitestown House  ‘The Cookhouse’,11703138,Kelly,,Fingal,53.60025,-6.24362,Entire home/apt,95,3,29,2021-11-28,0.64,2,104,5,
26797440,Papal Visit! Self-contained annex and TV room,168207024,Cillian,,Fingal,53.37542,-6.37936,Entire home/apt,70,1,4,2018-09-01,0.09,1,158,0,
26798754,"Snug as a Bug, room only",80683615,Nikki & Niall,,Dn Laoghaire-Rathdown,53.19466,-6.10616,Private room,79,1,73,2022-05-08,1.53,6,283,8,
26807695,Spacious double bedroom with bathroom en suit,89214201,Rachel,,Dn Laoghaire-Rathdown,53.26902,-6.22569,Private room,55,3,6,2019-03-17,0.13,1,0,0,
26809260,Spacious apartment close to Grand Canal Dock,45535895,Michael,,Dublin City,53.34504,-6.2462,Private room,45,1,0,,,1,0,0,
26823563,At the foothills of the Dublin Mountains,32335886,Sara,,Dn Laoghaire-Rathdown,53.25958,-6.20653,Entire home/apt,85,2,1,2018-07-14,0.02,1,0,0,
26831016,Bus direct from Airport & City Centre! Rathfarnham,198780410,Jane,,South Dublin,53.28193,-6.27479,Private room,30,1,10,2018-09-24,0.21,2,0,0,
26831935,2 Bedroom Apartment - Griffith College 4 Pax,184560099,Griffith Halls Of Residence,,Dublin City,53.3312,-6.27863,Entire home/apt,186,1,20,2021-10-04,0.43,8,0,7,
26841141,Peaceful home close to City Centre,11686580,Maureen,,Dn Laoghaire-Rathdown,53.30566,-6.26327,Entire home/apt,100,5,0,,,2,0,0,
26862098,Beautiful light-filled apartment near airport,39641908,Siobhan,,Fingal,53.49048,-6.29481,Entire home/apt,125,1,18,2019-04-01,0.38,1,8,0,
26862423,Quaint and comfie cabin. Perfect,17803831,Cathy,,Dn Laoghaire-Rathdown,53.28129,-6.15987,Entire home/apt,85,4,45,2022-06-05,0.97,1,26,13,
26862512,Dublin 6 House,14200979,Rebecca,,Dublin City,53.3256,-6.25853,Entire home/apt,170,2,1,2019-07-08,0.03,1,0,0,
26864729,Nice en-suite bedroom in quiet neighbourhood,9203674,Pablo,,Dublin City,53.40123,-6.15364,Private room,35,6,7,2020-03-27,0.15,1,0,0,
26866031,Your Perfect visit - book it now!,202054703,Ede Mihaly,,Dublin City,53.34566,-6.23801,Entire home/apt,96,2,0,,,2,0,0,
26868929,North Circular Road Flat,32114552,Ciara,,Dublin City,53.36035,-6.27248,Entire home/apt,200,1,0,,,1,0,0,
26870258,Lovely room in dublin 1,61351037,Romain,,Dublin City,53.3491,-6.22921,Private room,56,2,1,2018-08-22,0.02,2,0,0,
26872665,"(5)  Fabulous Location, Rathmines ! 2 Bedroom Apt.",151128160,Kevin,,Dublin City,53.32821,-6.26345,Entire home/apt,190,14,32,2021-09-12,0.69,13,0,2,
26873201,Book your summer vibe in Dublin!,202054703,Ede Mihaly,,Dublin City,53.34418,-6.23932,Private room,59,2,1,2018-08-12,0.02,2,0,0,
26881198,Lucan House,202196049,Tara,,South Dublin,53.35578,-6.4281,Entire home/apt,100,7,1,2018-08-16,0.02,1,0,0,
26882828,Beautiful Quiet Room in Old City Townhouse,191031172,Cate,,Dublin City,53.33557,-6.27964,Private room,59,2,10,2019-01-06,0.22,2,0,0,
26908608,Lovely apartment with Breakfast in a quiet area,131490196,Antoine,,Dublin City,53.32519,-6.27907,Entire home/apt,80,2,0,,,1,0,0,
26913376,Redroof,43370514,Tara,,Fingal,53.38044,-6.335,Entire home/apt,165,7,0,,,2,0,0,
26919693,Dublin home minutes walk to Kilmainham Goal,9597713,Eoin,,Dublin City,53.33777,-6.31337,Entire home/apt,149,5,1,2018-09-17,0.02,1,0,0,
26920737,Great location Dublin 14,66873880,Maeve,,Dn Laoghaire-Rathdown,53.30515,-6.26374,Private room,95,3,0,,,1,0,0,
26922376,Smithfield lofts north kings street Dublin 7,130098933,Yasir,,Dublin City,53.34967,-6.27467,Private room,120,1,1,2019-03-18,0.03,1,0,0,
26923503,City serene,41090969,Jennifer,,Dublin City,53.33845,-6.28937,Private room,50,1,10,2018-08-07,0.21,1,0,0,
26936197,The Lambay Suite at Killeen Terrace,188561322,Deirdre,,Fingal,53.45109,-6.15552,Entire home/apt,235,2,116,2022-05-28,2.47,3,22,37,
26938176,Charming Country Lodge in Skerries,202687562,Gwen,,Fingal,53.56637,-6.14938,Private room,70,1,14,2022-04-23,0.30,1,0,1,
26971797,Artane / Beaumont,202945512,Noeleen,,Dublin City,53.38225,-6.22213,Private room,55,2,27,2022-06-06,0.59,2,135,23,
26972865,Dublin 5 family home,18750768,Claire,,Dublin City,53.38332,-6.22342,Private room,250,2,2,2018-09-13,0.04,2,0,0,
26978731,Skerries town ctr One bed apartment 50m from beach,101652258,Greg,,Fingal,53.57563,-6.1048,Entire home/apt,70,3,31,2019-09-02,0.66,1,0,0,
26979624,Georgian Gem Rathmines,122981400,Brian & Sinead,,Dublin City,53.32458,-6.26905,Entire home/apt,132,28,8,2019-09-23,0.17,1,0,0,
26982545,Luxury En-suite Double Room,203010502,James,,Dublin City,53.36738,-6.22561,Private room,69,2,15,2019-06-15,0.33,1,0,0,
26987897,Lucan Home With Outdoor space,203044918,Joe & Veronica,,South Dublin,53.34969,-6.45579,Private room,36,7,31,2022-03-30,0.67,1,82,9,
26988674,5 Star Location - Bright Apartment in Dublin 2,33348073,John,,Dublin City,53.34054,-6.24749,Entire home/apt,75,1,5,2018-08-05,0.11,1,0,0,
27020405,"10 Aravon Court, Bray Co. Wicklow",203293548,Bernie,,Dn Laoghaire-Rathdown,53.19991,-6.10008,Private room,55,1,136,2021-11-29,2.89,1,158,2,
27022023,Cozy Double Room at the Heart of Dublin Tech Scene,184669119,Tal,,Dublin City,53.34163,-6.23597,Private room,85,5,26,2020-02-01,0.55,2,0,0,
27022249,Penthouse 3 bed apt Clonskeagh/Mount Merrion,44021104,Mary,,Dn Laoghaire-Rathdown,53.29996,-6.22067,Entire home/apt,200,2,3,2018-09-02,0.06,1,0,0,
27023317,Beautiful Dublin City one-bed apartment,147240430,Sarah,,Dn Laoghaire-Rathdown,53.2958,-6.20257,Entire home/apt,69,2,22,2020-02-29,0.51,1,0,0,
27049475,Refurbished 2 bed city centre cottage with garden,202743889,Helen,,Dublin City,53.33716,-6.27481,Entire home/apt,115,2,68,2019-08-31,1.47,1,0,0,
27052436,Dublin welcome you,203545798,Karen,,Fingal,53.37802,-6.39483,Private room,46,1,264,2022-06-04,5.62,3,11,70,
27053415,Modern 2 Bed 2 Bath apartment with terrace!,123838511,Imran,,Dublin City,53.33109,-6.22743,Entire home/apt,289,15,17,2020-01-03,0.36,1,0,0,
27053992,Charming Townhouse in the heart of Dublin,160121773,Denise,,Dublin City,53.34049,-6.30111,Private room,60,2,19,2018-11-26,0.40,1,0,0,
27055788,Welcome to Dublin 15,129277539,Rebecca,,Fingal,53.38209,-6.41158,Private room,30,5,41,2022-05-14,0.87,3,47,3,
27057791,Double Ensuite in the Heart of the Modern Dublin,203313223,Evelyn,,Dublin City,53.34073,-6.23796,Private room,70,5,18,2022-02-16,0.39,1,0,5,
27059337,REDDOOR Dublin - Private Double Room,14218659,Yirang,,Dublin City,53.36345,-6.24908,Private room,86,1,14,2019-06-30,0.30,2,0,0,
27074481,Quirky and unique place to stay in Dublin,53573164,Emma,,Dublin City,53.33606,-6.33237,Entire home/apt,115,2,3,2019-03-18,0.06,1,0,0,
27080279,Dublin 4 Townhouse,168169005,Roisin,,Dublin City,53.33992,-6.22416,Entire home/apt,180,3,1,2018-08-12,0.02,1,0,0,
27080487,Bright 3 bed 2 bath apartment with private balcony,16635915,Cathal,,Dublin City,53.3581,-6.23568,Entire home/apt,110,2,8,2018-08-24,0.17,1,0,0,
27086639,Old & Small studio apt in lovely Portobello,203828033,Oscarus,,Dublin City,53.33223,-6.26705,Entire home/apt,39,2,0,,,1,0,0,
27087965,"Castle Street, Dalkey, Co. Dublin, A96XR23",63038404,Jane,,Dn Laoghaire-Rathdown,53.27821,-6.10431,Private room,65,1,0,,,1,0,0,
27099983,Spacious Dublin city apartment,116842667,Claire,,Dublin City,53.35321,-6.25228,Entire home/apt,200,1,4,2018-08-22,0.09,1,0,0,
27102063,GrPk2: 1 Bedroom Ground Floor Flat,15097372,Gerry,,Dublin City,53.32822,-6.2679,Entire home/apt,62,2,72,2019-12-09,1.53,1,0,0,
27105451,Cozy Flat with Grand Canal View,204000151,Giulia,,Dublin City,53.34143,-6.236,Entire home/apt,85,3,5,2019-01-16,0.11,2,0,0,
27106492,Double Room in Bright House Close to the City,141582423,Fiona,,Dublin City,53.36253,-6.25812,Private room,74,1,0,,,2,0,0,
27110638,Dublin- Finglas Not so Easy going House,204055105,Jurica,,Dublin City,53.39229,-6.29402,Private room,30,10,1,2018-08-12,0.02,1,0,0,
27110789,Raheny Home - 90 sqm with beautiful garden,72625603,Niall,,Dublin City,53.37477,-6.17685,Entire home/apt,200,2,8,2019-12-27,0.22,1,0,0,
27122846,Single room in three bedroom house,35123436,Tomislav,,Fingal,53.40641,-6.28785,Private room,27,20,0,,,1,0,0,
27123432,Studio apartment in the heart of Dublin City,31262928,Hazel,,Dublin City,53.34842,-6.26155,Entire home/apt,90,2,9,2020-03-15,0.19,1,0,0,
27123796,Spacious private en-suite room,203545798,Karen,,Fingal,53.37765,-6.39456,Private room,52,1,233,2022-05-24,4.95,3,13,72,
27135294,Beautiful Rooms Dublin,65725245,Padraig,,Dublin City,53.3637,-6.26604,Private room,90,2,5,2018-09-14,0.11,1,0,0,
27159482,Solaris,31523511,Michal,,South Dublin,53.37113,-6.50592,Private room,69,2,2,2019-10-05,0.05,1,352,0,
27160796,Cosy Apartment 10 Minutes away from Dublin Airport,204496261,Vinny,,Dublin City,53.40523,-6.17432,Private room,55,2,11,2018-10-08,0.24,1,0,0,
27162955,Dublin Apartment,204516161,Niall,,Dublin City,53.34191,-6.31563,Entire home/apt,100,5,1,2018-09-05,0.02,1,0,0,
27165074,The Little Piece Of Heaven Dublin 2,173195654,Hannah,,Dublin City,53.342,-6.27641,Private room,35,3,7,2018-09-26,0.15,4,0,0,
27166055,"Room in family home. On Dart, beach, bus route",98972750,Miriam,,Fingal,53.41675,-6.14234,Private room,70,1,0,,,2,0,0,
27167045,Cozy room in a flat with Grand Canal View,204000151,Giulia,,Dublin City,53.34247,-6.23757,Private room,72,2,1,2018-08-27,0.02,2,0,0,
27180433,Gorgeous penthouse with private terrace!,203534198,Allison,,Dublin City,53.34121,-6.30403,Entire home/apt,105,2,26,2019-02-17,0.56,1,0,0,
